Tweet Content,Date,User,Source,Tweet ID,Tweet URL
@acciesfc #coronavirus legends #39 Grant Gillespie https://t.co/mcgvOK8ECS,2020-04-19 23:25:06,larkyaccie,Twitter for Android,1252015397215354883,https://twitter.com/statuses/1252015397215354883
"Budget cuts forced the city to eliminate its summer youth employment program, and some officials are concerned that kids with no other options might turn to crime: “#Coronavirus can’t turn into corner violence.” https://t.co/xDVCKOn9e0",2020-04-19 23:25:06,wcbs880,TweetDeck,1252015395952885769,https://twitter.com/statuses/1252015395952885769
"The #CoronaVirus has given #Trump the biggest wall to hide behind he could ask for.  He’s immune to the Mexican border, to Dreamers, hell, he’s even kept Biden in check what with physical distancing.  Meanwhile, Trump can continue to sow division, to appoint corrupt judges...",2020-04-19 23:25:05,Real_JamesCain,Twitter for iPad,1252015392941367301,https://twitter.com/statuses/1252015392941367301
#Trump accused of ’embarrassing the United States’ with his #coronavirus antics by ex-diplomats: MSNBC guest | Raw Story https://t.co/Is6zjModqi via rawstory,2020-04-19 23:24:58,nobodyarrogant,Twitter for Android,1252015364956880901,https://twitter.com/statuses/1252015364956880901
When #coronavirus sees those dumb ass #protestors. https://t.co/BHbJ38Giz5,2020-04-19 23:24:55,realfacade1,Twitter for Android,1252015349907759104,https://twitter.com/statuses/1252015349907759104
"More than 2,500 may have died from #coronavirus in UK care homes in single week  https://t.co/5skJN3zXwj via @MetroUK",2020-04-19 23:24:45,Lance63,Twitter for Android,1252015308648386561,https://twitter.com/statuses/1252015308648386561
"Dear protestors, you're being childish. Sit down, shut the fuck up, and play Animal crossing like the rest of us intellectuals. #coronavirus",2020-04-19 23:24:42,TheRealSteele5,Twitter for Android,1252015297692708865,https://twitter.com/statuses/1252015297692708865
"Relaxing lockdown restrictions is a game of snakes & ladders.
The US may well be rolling the dice to land on a snake. 
#coronavirus #COVIDー19 https://t.co/M5J1UI8Qm1",2020-04-19 23:24:41,ThatVeganScot,Twitter for Android,1252015289753120768,https://twitter.com/statuses/1252015289753120768
"@NeverTheVictim1 I'm diabetic with high blood pressure, but I haven't been to the doctor in years. I find natural ways to control it. I've recently had symptoms of the #coronavirus, but I don't fu*k with these doctors and I'm not about to start now.",2020-04-19 23:24:37,HarryO1975,Twitter for Android,1252015275832115202,https://twitter.com/statuses/1252015275832115202
🚨JUST IN: Number of confirmed #coronavirus cases #worldwide reaches 2.4 million,2020-04-19 23:24:35,FGeneral010,Twitter for iPhone,1252015266004979713,https://twitter.com/statuses/1252015266004979713
Watching @realDonaldTrump answer questions in today’s #Coronavirus press conference. Apparently tanning booths are an essential service.,2020-04-19 23:24:27,RaptorRelations,Tweetbot for iΟS,1252015233515892736,https://twitter.com/statuses/1252015233515892736
"""If Iran needed aid on this, I would be willing,"" Trump said. #coronavirus",2020-04-19 23:24:27,ReutersZengerle,Twitter Web App,1252015232068784133,https://twitter.com/statuses/1252015232068784133
"Migrant workers in cramped accomodation have brought a second (far worse) wave of #coronavirus to Singapore.

A major warning for Ireland given Dublin's current tenement dwellers.
https://t.co/yhC3EVF8fg",2020-04-19 23:24:25,KeithMillsD7,Twitter for Android,1252015225299185664,https://twitter.com/statuses/1252015225299185664
The Chinese government are definitely telling lies over the exact death figures #CoronaVirus,2020-04-19 23:24:22,ay35ha84,Twitter for iPhone,1252015210036031488,https://twitter.com/statuses/1252015210036031488
"MIXED MESSAGES COMING FROM WH IS CAUSING ANXIETY & PANIC.
TRUMP SAYS ANYONE WHO WANTS TO BE TESTED CAN BE.
PENCE SAYS WE'RE WEEKS AWAY FROM HAVING THAT #CORONAVIRUS TESTING CAPACITY.
LISTEN TO GOV. CUOMO EXPLAIN:
Cuomo declares a NY State of Emergency
https://t.co/6oXxj8Xmkb 02",2020-04-19 23:24:14,TomthunkitsMind,The Social Jukebox,1252015179296104448,https://twitter.com/statuses/1252015179296104448
I'm surprised there hasn't been an increase in armed robberies considering we now live in a time where you're questioned for not wearing a mask into a public place. 🤔 #CoronaVirus,2020-04-19 23:24:14,TheRealDM77,Twitter for Android,1252015177953734657,https://twitter.com/statuses/1252015177953734657
"A Melbourne-based lobby group is calling for a rent-strike during the #coronavirus pandemic. Says banks and govts should be doing more. Over 17,000 Australians have signed the pledge.
https://t.co/RmpXhA5sao",2020-04-19 23:24:05,jackboronovskis,Twitter Web App,1252015141995962369,https://twitter.com/statuses/1252015141995962369
"Who the fk is Seema Verma??? Give us all a break. We get enough foolish rhetoric. 😡
#coronavirus 
#BullshitBreifing",2020-04-19 23:23:59,Lauranimalsgirl,Twitter for Android,1252015114783461381,https://twitter.com/statuses/1252015114783461381
"#CoronaVirus

Just caught someone berating Gavin Williamson at the briefing saying that 30  - 40% of households don’t have a computer for online learning!
Bet they have a PS4 though!",2020-04-19 23:23:59,freed0m2019,Twitter for iPhone,1252015113516789761,https://twitter.com/statuses/1252015113516789761
"Trump said the level at which @SteveFDA is approving devices, tests and therapies to combat #coronavirus is unprecedented.",2020-04-19 23:23:54,cherylbolen,Twitter Web App,1252015093598076930,https://twitter.com/statuses/1252015093598076930
"30% less greenhouse gases for nearly 2 months and end April we have frost advisory from the Met office.
-4°C in Philly!
.
#coronavirus #lockdown https://t.co/dDbpMG9HI4",2020-04-19 23:23:52,Krishnendukes,Twitter for Android,1252015086287425543,https://twitter.com/statuses/1252015086287425543
South Carolina starts phased re-opening tomorrow #OPENAMERICANOW #coronavirus https://t.co/dn8BbKfIkG,2020-04-19 23:23:38,distrumption,Twitter Web App,1252015025960747008,https://twitter.com/statuses/1252015025960747008
"Pres Trump Q&A: ""You're allowed to protest."" Saw a protest and they were ""six feet apart."" Some governors have ""gone too far"" and in the end won't matter because ""opening up our states."" #Trump #coronavirus @anthonymace",2020-04-19 23:23:34,MaceNewsMacro,Twitter Web App,1252015012060823553,https://twitter.com/statuses/1252015012060823553
"https://t.co/SBNMxc8kkJ photos taken from inside a Wuhan virus laboratory, where scientists had been studying #coronavirus before the outbreak, show apparent damage to a freezer containing samples of deadly pathogens.#TrumpVirus",2020-04-19 23:23:33,MJMusicEars,Twitter Web App,1252015007719661568,https://twitter.com/statuses/1252015007719661568
Will you please quit broadcasting these stupid briefings. Trump is an idiot. At least give Joe Biden equal time.#Coronavirus,2020-04-19 23:23:32,oldhousehugger,Twitter for Android,1252015003256881154,https://twitter.com/statuses/1252015003256881154
"The 2nd paragraph of this #fakenews piece is all you need to know. Let's just call every death of 2020 a #coronavirus death so the shitlibs can own @realDonaldTrump. 
They've been hoping for mass deaths just to win an election. How fuckin sick.🙄  https://t.co/kODLYN0rh4",2020-04-19 23:23:26,BBats15,Twitter Web App,1252014975696150530,https://twitter.com/statuses/1252014975696150530
Trump’s cult is at the final stage where they purposely congregate in groups to contract the #coronavirus and to kill themselves. Magas gonna maga. https://t.co/WOz8oY2N5p,2020-04-19 23:23:23,SlyMagellen,Twitter for iPhone,1252014963952156672,https://twitter.com/statuses/1252014963952156672
#coronavirus wash your hands regular like everyone does,2020-04-19 23:23:19,FireRedOrange,Twitter Web App,1252014949171433472,https://twitter.com/statuses/1252014949171433472
"The time of year for the resurrection of hope, if not the body*Small violets in the borders of the paths we used to tread*Cherry blossom in the road where there are no cars*But keep your distance, with your crown of thorns.                                  #poem #coronavirus",2020-04-19 23:23:17,wwwspider,Twitter for iPhone,1252014939348373508,https://twitter.com/statuses/1252014939348373508
"Don't Forget Stress,Panic, and Anxiety cause a weak immune system. Don't Forget to Laugh Too! Do your research this is true.
https://t.co/321RP6C1Qg
#coronavirus #COVID19",2020-04-19 23:23:14,WakeUp2Humanity,Twitter for Android,1252014926744268800,https://twitter.com/statuses/1252014926744268800
"Folks Flock To #Florida Beaches After Reopening, Other States To Follow + Health Experts State The Obvious, It's A Bad Idea. the Trump Administration announced its new guidelines for states to reopen amid the #Coronavirus pandemic. https://t.co/aFS78bxVwZ",2020-04-19 23:23:10,Talksandthought,Twitter for iPhone,1252014910692823040,https://twitter.com/statuses/1252014910692823040
Tests? What tests? Still waiting on test kits in 48 states! #Coronavirus,2020-04-19 23:23:07,KirstyBain65,Twitter for iPad,1252014896541138945,https://twitter.com/statuses/1252014896541138945
"#oneworldhttps://www.yahoo.com/entertainment/beyonce-blue-ivy-handwashing-coronavirus-164334740.html
Beyonce and Blue Ivy have a message for you. #coronavirus",2020-04-19 23:23:00,iamMonaAustin,Twitter Web App,1252014869928382464,https://twitter.com/statuses/1252014869928382464
"Sydney Airport to borrow $850m and axe half-year dividend after recording 97 per cent drop in passengers in first 16-days of April, with more of the same expected in coming months. #aviation #coronavirus",2020-04-19 23:22:57,ironsider,Twitter Web App,1252014853947940864,https://twitter.com/statuses/1252014853947940864
"Baby named Sanitiser as a tribute to coronavirus pandemic
https://t.co/T0ceIqcTWi via @SquidAppAU #COVID19 #coronavirus",2020-04-19 23:22:53,SquidAppAU,Twitter for Android,1252014839335202817,https://twitter.com/statuses/1252014839335202817
Tennis: #Djokovic opposes compulsory #coronavirus vaccination https://t.co/4ATB10yPNZ https://t.co/iJqOMZGHXX,2020-04-19 23:22:53,jenkers_en,Jenkers Eng Posting,1252014837770616833,https://twitter.com/statuses/1252014837770616833
"Two good and informative videos from Asian Boss, he interviews the leading infectious disease expert Professor Kim from South Korea about the #coronavirus. The second time features is a Q&A from viewers.

Part 1: https://t.co/jA8WqxYeei

Part 2: https://t.co/mQhSV0D371",2020-04-19 23:22:52,KimberlyyKaye,Twitter for iPhone,1252014833286946816,https://twitter.com/statuses/1252014833286946816
A definite must read! #CoronaVirusUpdate #coronavirus https://t.co/q9tFBmz1mh,2020-04-19 23:22:52,colson_alicia,Twitter Web App,1252014833127641088,https://twitter.com/statuses/1252014833127641088
Good point... Trump doesn’t seem to be talking about hydroxychloroquine anymore. #TrumpPressConf #coronavirus https://t.co/OUpxxsgnGP,2020-04-19 23:22:50,EdGreenberger,Twitter for iPhone,1252014826462863361,https://twitter.com/statuses/1252014826462863361
"On 4/14/2020, NYC boosted their death count with 3,778 #coronavirus deaths that they did not confirm with tests. 3,778 out of 6,589 deaths reported that day is 57.34%. Also, what new information could possibly replace the confirmation of testing?! https://t.co/2DWhM9Ww9y",2020-04-19 23:22:47,j_csir,Twitter Web App,1252014812709613568,https://twitter.com/statuses/1252014812709613568
Real talk. How can we reopen the economy on 5/1 if we know schools aren’t opening up and summer camps don’t start until June?... #Coronavirus,2020-04-19 23:22:46,ThatGlennaGirl,Twitter for iPhone,1252014810532909057,https://twitter.com/statuses/1252014810532909057
"Tonight on @MetOpera: Der Rosenkavalier by Richard Strauss!

We are beside ourselves with excitement -

& not just because it's set in Vienna, which opened additional streets for 🚶‍♀️🚴‍♀️ during #coronavirus, as every city and local jurisdiction should.

https://t.co/voo7hCVoAF",2020-04-19 23:22:44,actfortransit,Twitter Web App,1252014802706280448,https://twitter.com/statuses/1252014802706280448
"I’ll tell you one thing...

I’m really blessed to be married to the love of my life during this #coronavirus lockdown....

Just saying. 😉",2020-04-19 23:22:34,RealKingResist,Twitter for iPhone,1252014759831957504,https://twitter.com/statuses/1252014759831957504
I never thought I'd see a day where stores want you to come in looking like this. #coronavirus #WearAMask https://t.co/THIgBpYI9j,2020-04-19 23:22:30,bear_e,Twitter for Android,1252014740974559232,https://twitter.com/statuses/1252014740974559232
"Nursing Home transparency! Good idea. They've shut the patients off from family and suddenly a lot of nursing home patients are dying from #coronavirus. Very suspicious. Also, don't put your loved ones in a nursing home if you can help it.",2020-04-19 23:22:29,annieone3,Twitter Web App,1252014737099014145,https://twitter.com/statuses/1252014737099014145
".@SeemaCMS says guidelines are being issued today to reopen the health care system.

Also today, announcing a new requirement for nursing homes to report to patients and their families when there is a case of #coronavirus",2020-04-19 23:22:26,cherylbolen,Twitter Web App,1252014725224902663,https://twitter.com/statuses/1252014725224902663
